"player","mp","team","date"
"Allisha Gray",36,"ATL",2026-06-26
"Jordin Canada",35,"ATL",2026-06-26
"Rhyne Howard",36,"ATL",2026-06-26
"Madina Okot",11,"ATL",2026-06-26
"Te-Hina Paopao",5,"ATL",2026-06-26
"Indya Nivar",0,"ATL",2026-06-26
"Isobel Borlase",18,"ATL",2026-06-26
"Sika Kone",0,"ATL",2026-06-26
"Kayla Thornton",19,"GS",2026-06-26
"Gabby Williams",22,"GS",2026-06-26
"Cecilia Zandalasini",18,"GS",2026-06-26
"Kiah Stokes",30,"GS",2026-06-26
"Veronica Burton",22,"GS",2026-06-26
"Laeticia Amihere",10,"GS",2026-06-26
"Janelle Salaun",22,"GS",2026-06-26
"Tiffany Hayes",22,"GS",2026-06-26
"Kaila Charles",18,"GS",2026-06-26
"Kaitlyn Chen",18,"GS",2026-06-26
"Nadia Fingall",0,"GS",2026-06-26
"Juste Jocyte",0,"GS",2026-06-26
"DeWanna Bonner",33,"PHX",2026-06-27
"Noemie Brochant",28,"PHX",2026-06-27
"Kyara Linskens",14,"PHX",2026-06-27
"Kahleah Copper",34,"PHX",2026-06-27
"Lexi Held",30,"PHX",2026-06-27
"Valeriane Ayayi",27,"PHX",2026-06-27
"Marta Suarez",15,"PHX",2026-06-27
"Shay Ciezki",8,"PHX",2026-06-27
"Quionche Carter",11,"PHX",2026-06-27
"Isabelle Harrison",27,"TOR",2026-06-27
"Maria Conde",37,"TOR",2026-06-27
"Nyara Sabally",26,"TOR",2026-06-27
"Kia Nurse",22,"TOR",2026-06-27
"Julie Allemand",39,"TOR",2026-06-27
"Laura Juskaite",11,"TOR",2026-06-27
"Temi Fagbenle",19,"TOR",2026-06-27
"Tima Pouye",20,"TOR",2026-06-27
"Teonni Key",0,"TOR",2026-06-27
"Marina Mabrey",0,"TOR",2026-06-27
"Nneka Ogwumike",26,"LA",2026-06-27
"Dearica Hamby",26,"LA",2026-06-27
"Erica Wheeler",21,"LA",2026-06-27
"Ariel Atkins",22,"LA",2026-06-27
"Rae Burrell",28,"LA",2026-06-27
"Emma Cannon",7,"LA",2026-06-27
"Jihyun Park",24,"LA",2026-06-27
"Laura Ziegler",8,"LA",2026-06-27
"Kiana Williams",19,"LA",2026-06-27
"Ta'Niya Latson",7,"LA",2026-06-27
"Chance Gray",11,"LA",2026-06-27
"Monique Billings",22,"IND",2026-06-27
"Aliyah Boston",21,"IND",2026-06-27
"Kelsey Mitchell",26,"IND",2026-06-27
"Tyasha Harris",30,"IND",2026-06-27
"Lexie Hull",22,"IND",2026-06-27
"Myisha Hines",9,"IND",2026-06-27
"Makayla Timpson",10,"IND",2026-06-27
"Grace Van",5,"IND",2026-06-27
"Damiris Dantas",4,"IND",2026-06-27
"Sophie Cunningham",20,"IND",2026-06-27
"Raven Johnson",21,"IND",2026-06-27
"Bree Hall",10,"IND",2026-06-27
"Angel Reese",32,"ATL",2026-06-27
"Madina Okot",11,"ATL",2026-06-27
"Allisha Gray",35,"ATL",2026-06-27
"Jordin Canada",36,"ATL",2026-06-27
"Rhyne Howard",38,"ATL",2026-06-27
"Amy Okonkwo",1,"ATL",2026-06-27
"Sika Kone",14,"ATL",2026-06-27
"Te-Hina Paopao",18,"ATL",2026-06-27
"Indya Nivar",1,"ATL",2026-06-27
"Isobel Borlase",14,"ATL",2026-06-27
"Dominique Malonga",28,"SEA",2026-06-27
"Awa Fam",28,"SEA",2026-06-27
"Natisha Hiedeman",31,"SEA",2026-06-27
"Flau'jae JohnsonF. Johnson#4",33,"SEA",2026-06-27
"Jade Melbourne",31,"SEA",2026-06-27
"Katie Lou",17,"SEA",2026-06-27
"Mackenzie Holmes",1,"SEA",2026-06-27
"Taylor Thierry",6,"SEA",2026-06-27
"Stefanie Dolson",13,"SEA",2026-06-27
"Zia Cooke",11,"SEA",2026-06-27
"Nneka Ogwumike",27,"LA",2026-06-25
"Dearica Hamby",29,"LA",2026-06-25
"Erica Wheeler",24,"LA",2026-06-25
"Ariel Atkins",14,"LA",2026-06-25
"Rae Burrell",29,"LA",2026-06-25
"Emma Cannon",14,"LA",2026-06-25
"Jihyun Park",19,"LA",2026-06-25
"Laura Ziegler",11,"LA",2026-06-25
"Kiana Williams",17,"LA",2026-06-25
"Ta'Niya Latson",3,"LA",2026-06-25
"Chance Gray",14,"LA",2026-06-25
"Isabelle Harrison",21,"TOR",2026-06-25
"Maria Conde",29,"TOR",2026-06-25
"Nyara Sabally",19,"TOR",2026-06-25
"Marina Mabrey",32,"TOR",2026-06-25
"Julie Allemand",30,"TOR",2026-06-25
"Teonni Key",2,"TOR",2026-06-25
"Laura Juskaite",20,"TOR",2026-06-25
"Temi Fagbenle",19,"TOR",2026-06-25
"Kia Nurse",15,"TOR",2026-06-25
"Tima Pouye",14,"TOR",2026-06-25
"Jessica Shepard",35,"DAL",2026-06-25
"Awak Kuier",21,"DAL",2026-06-25
"Arike Ogunbowale",29,"DAL",2026-06-25
"Paige Bueckers",37,"DAL",2026-06-25
"Azzi Fudd",32,"DAL",2026-06-25
"Alysha Clark",8,"DAL",2026-06-25
"Maddy Siegrist",12,"DAL",2026-06-25
"Li Yueru",7,"DAL",2026-06-25
"Sug Sutton",7,"DAL",2026-06-25
"Aziaha James",13,"DAL",2026-06-25
"Stephanie Talbot",16,"LV",2026-06-25
"NaLyssa Smith",30,"LV",2026-06-25
"A'ja WilsonA. Wilson#22",32,"LV",2026-06-25
"Chelsea Gray",33,"LV",2026-06-25
"Jackie Young",32,"LV",2026-06-25
"Cheyenne Parker",17,"LV",2026-06-25
"Brianna Turner",2,"LV",2026-06-25
"Kierstan Bell",13,"LV",2026-06-25
"Jewell Loyd",26,"LV",2026-06-25
"Leonie Fiebich",31,"NY",2026-06-25
"Jonquel Jones",30,"NY",2026-06-25
"Betnijah Laney",21,"NY",2026-06-25
"Sabrina Ionescu",29,"NY",2026-06-25
"Pauline Astier",25,"NY",2026-06-25
"Raquel Carrera",17,"NY",2026-06-25
"Han Xu",14,"NY",2026-06-25
"Rebekah Gardner",13,"NY",2026-06-25
"Marine Johannes",19,"NY",2026-06-25
"Anneli Maley",0,"NY",2026-06-25
"Rebecca Allen",0,"NY",2026-06-25
"Dominique Malonga",34,"SEA",2026-06-25
"Awa Fam",33,"SEA",2026-06-25
"Natisha Hiedeman",33,"SEA",2026-06-25
"Flau'jae JohnsonF. Johnson#4",33,"SEA",2026-06-25
"Jade Melbourne",25,"SEA",2026-06-25
"Katie Lou",13,"SEA",2026-06-25
"Taylor Thierry",3,"SEA",2026-06-25
"Stefanie Dolson",13,"SEA",2026-06-25
"Zia Cooke",13,"SEA",2026-06-25
"Mackenzie Holmes",0,"SEA",2026-06-25
"Michaela Onyenwere",28,"WSH",2026-06-26
"Kiki Iriafen",32,"WSH",2026-06-26
"Shakira Austin",23,"WSH",2026-06-26
"Sonia Citron",31,"WSH",2026-06-26
"Georgia Amoore",33,"WSH",2026-06-26
"Angela Dugalic",8,"WSH",2026-06-26
"Lauren Betts",17,"WSH",2026-06-26
"Lucy Olsen",4,"WSH",2026-06-26
"Cotie Mc",24,"WSH",2026-06-26
"Rori Harmon",0,"WSH",2026-06-26
"Darianna Littlepage",0,"WSH",2026-06-26
"Cassandre Prosper",0,"WSH",2026-06-26
"Alicia Florez",0,"WSH",2026-06-26
"Diamond Miller",25,"CON",2026-06-26
"Brittney Griner",21,"CON",2026-06-26
"Olivia Nelson",30,"CON",2026-06-26
"Charlisse Leger",31,"CON",2026-06-26
"Leila Lacan",29,"CON",2026-06-26
"Aaliyah Edwards",18,"CON",2026-06-26
"Raegan Beers",9,"CON",2026-06-26
"Nell Angloma",4,"CON",2026-06-26
"Kennedy Burke",28,"CON",2026-06-26
"Ashlon Jackson",5,"CON",2026-06-26
"Gianna Kneepkens",0,"CON",2026-06-26
"Bridget Carleton",29,"POR",2026-06-26
"Emily Engstler",18,"POR",2026-06-26
"Megan Gustafson",29,"POR",2026-06-26
"Sarah Ashlee",29,"POR",2026-06-26
"Carla Leite",23,"POR",2026-06-26
"Frieda Buhner",21,"POR",2026-06-26
"Nyadiew Puoch",14,"POR",2026-06-26
"Serah Williams",11,"POR",2026-06-26
"Holly Winterburn",3,"POR",2026-06-26
"Jordan Harrison",13,"POR",2026-06-26
"Teja Oblak",10,"POR",2026-06-26
"Luisa Geiselsoder",0,"POR",2026-06-26
"Karlie Samuelson",0,"POR",2026-06-26
"Azura Stevens",28,"CHI",2026-06-26
"Kamilla Cardoso",24,"CHI",2026-06-26
"Skylar Diggins",23,"CHI",2026-06-26
"Sydney Taylor",23,"CHI",2026-06-26
"Gabriela Jaquez",24,"CHI",2026-06-26
"Elizabeth Williams",19,"CHI",2026-06-26
"Courtney Vandersloot",14,"CHI",2026-06-26
"Natasha Cloud",18,"CHI",2026-06-26
"Rachel Banham",12,"CHI",2026-06-26
"Jacy Sheldon",15,"CHI",2026-06-26
"Rickea Jackson",0,"CHI",2026-06-26
"DiJonai Carrington",0,"CHI",2026-06-26
"Naz Hillmon",29,"ATL",2026-06-26
"Angel Reese",29,"ATL",2026-06-26
"Allisha Gray",36,"ATL",2026-06-26
"Jordin Canada",35,"ATL",2026-06-26
"Rhyne Howard",36,"ATL",2026-06-26
"Madina Okot",11,"ATL",2026-06-26
"Te-Hina Paopao",5,"ATL",2026-06-26
"Indya Nivar",0,"ATL",2026-06-26
"Isobel Borlase",18,"ATL",2026-06-26
"Sika Kone",0,"ATL",2026-06-26
"Kayla Thornton",19,"GS",2026-06-26
"Gabby Williams",22,"GS",2026-06-26
"Cecilia Zandalasini",18,"GS",2026-06-26
"Kiah Stokes",30,"GS",2026-06-26
"Veronica Burton",22,"GS",2026-06-26
"Laeticia Amihere",10,"GS",2026-06-26
"Janelle Salaun",22,"GS",2026-06-26
"Tiffany Hayes",22,"GS",2026-06-26
"Kaila Charles",18,"GS",2026-06-26
"Kaitlyn Chen",18,"GS",2026-06-26
"Nadia Fingall",0,"GS",2026-06-26
"Juste Jocyte",0,"GS",2026-06-26
"DeWanna Bonner",33,"PHX",2026-06-27
"Noemie Brochant",28,"PHX",2026-06-27
"Kyara Linskens",14,"PHX",2026-06-27
"Kahleah Copper",34,"PHX",2026-06-27
"Lexi Held",30,"PHX",2026-06-27
"Valeriane Ayayi",27,"PHX",2026-06-27
"Marta Suarez",15,"PHX",2026-06-27
"Shay Ciezki",8,"PHX",2026-06-27
"Quionche Carter",11,"PHX",2026-06-27
"Isabelle Harrison",27,"TOR",2026-06-27
"Maria Conde",37,"TOR",2026-06-27
"Nyara Sabally",26,"TOR",2026-06-27
"Kia Nurse",22,"TOR",2026-06-27
"Julie Allemand",39,"TOR",2026-06-27
"Laura Juskaite",11,"TOR",2026-06-27
"Temi Fagbenle",19,"TOR",2026-06-27
"Tima Pouye",20,"TOR",2026-06-27
"Teonni Key",0,"TOR",2026-06-27
"Marina Mabrey",0,"TOR",2026-06-27
"Nneka Ogwumike",26,"LA",2026-06-27
"Dearica Hamby",26,"LA",2026-06-27
"Erica Wheeler",21,"LA",2026-06-27
"Ariel Atkins",22,"LA",2026-06-27
"Rae Burrell",28,"LA",2026-06-27
"Emma Cannon",7,"LA",2026-06-27
"Jihyun Park",24,"LA",2026-06-27
"Laura Ziegler",8,"LA",2026-06-27
"Kiana Williams",19,"LA",2026-06-27
"Ta'Niya Latson",7,"LA",2026-06-27
"Chance Gray",11,"LA",2026-06-27
"Monique Billings",22,"IND",2026-06-27
"Aliyah Boston",21,"IND",2026-06-27
"Kelsey Mitchell",26,"IND",2026-06-27
"Tyasha Harris",30,"IND",2026-06-27
"Lexie Hull",22,"IND",2026-06-27
"Myisha Hines",9,"IND",2026-06-27
"Makayla Timpson",10,"IND",2026-06-27
"Grace Van",5,"IND",2026-06-27
"Damiris Dantas",4,"IND",2026-06-27
"Sophie Cunningham",20,"IND",2026-06-27
"Raven Johnson",21,"IND",2026-06-27
"Bree Hall",10,"IND",2026-06-27
"Angel Reese",32,"ATL",2026-06-27
"Madina Okot",11,"ATL",2026-06-27
"Allisha Gray",35,"ATL",2026-06-27
"Jordin Canada",36,"ATL",2026-06-27
"Rhyne Howard",38,"ATL",2026-06-27
"Amy Okonkwo",1,"ATL",2026-06-27
"Sika Kone",14,"ATL",2026-06-27
"Te-Hina Paopao",18,"ATL",2026-06-27
"Indya Nivar",1,"ATL",2026-06-27
"Isobel Borlase",14,"ATL",2026-06-27
"Dominique Malonga",28,"SEA",2026-06-27
"Awa Fam",28,"SEA",2026-06-27
"Natisha Hiedeman",31,"SEA",2026-06-27
"Flau'jae JohnsonF. Johnson#4",33,"SEA",2026-06-27
"Jade Melbourne",31,"SEA",2026-06-27
"Katie Lou",17,"SEA",2026-06-27
"Mackenzie Holmes",1,"SEA",2026-06-27
"Taylor Thierry",6,"SEA",2026-06-27
"Stefanie Dolson",13,"SEA",2026-06-27
"Zia Cooke",11,"SEA",2026-06-27
"Natasha Howard",36,"MIN",2026-06-28
"Nia Coffey",34,"MIN",2026-06-28
"Kayla Mc",38,"MIN",2026-06-28
"Courtney Williams",36,"MIN",2026-06-28
"Olivia Miles",34,"MIN",2026-06-28
"Liatu King",6,"MIN",2026-06-28
"Antonia Delaere",2,"MIN",2026-06-28
"Anastasiia Olairi",4,"MIN",2026-06-28
"Maya Caldwell",10,"MIN",2026-06-28
"Jessica Shepard",35,"DAL",2026-06-28
"Awak Kuier",16,"DAL",2026-06-28
"Arike Ogunbowale",26,"DAL",2026-06-28
"Paige Bueckers",36,"DAL",2026-06-28
"Azzi Fudd",38,"DAL",2026-06-28
"Maddy Siegrist",24,"DAL",2026-06-28
"Li Yueru",5,"DAL",2026-06-28
"Sug Sutton",9,"DAL",2026-06-28
"Aziaha James",11,"DAL",2026-06-28
"Alysha Clark",0,"DAL",2026-06-28
"Haley Jones",0,"DAL",2026-06-28
"Bridget Carleton",37,"POR",2026-06-28
"Emily Engstler",28,"POR",2026-06-28
"Megan Gustafson",33,"POR",2026-06-28
"Sarah Ashlee",33,"POR",2026-06-28
"Carla Leite",35,"POR",2026-06-28
"Frieda Buhner",16,"POR",2026-06-28
"Nyadiew Puoch",14,"POR",2026-06-28
"Serah Williams",10,"POR",2026-06-28
"Jordan Harrison",5,"POR",2026-06-28
"Teja Oblak",7,"POR",2026-06-28
"Luisa Geiselsoder",0,"POR",2026-06-28
"Holly Winterburn",0,"POR",2026-06-28
"Michaela Onyenwere",36,"WSH",2026-06-28
"Kiki Iriafen",35,"WSH",2026-06-28
"Shakira Austin",34,"WSH",2026-06-28
"Sonia Citron",39,"WSH",2026-06-28
"Georgia Amoore",9,"WSH",2026-06-28
"Angela Dugalic",8,"WSH",2026-06-28
"Lauren Betts",9,"WSH",2026-06-28
"Lucy Olsen",10,"WSH",2026-06-28
"Cotie Mc",15,"WSH",2026-06-28
"Alicia Florez",25,"WSH",2026-06-28
"Rori Harmon",0,"WSH",2026-06-28
"Darianna Littlepage",0,"WSH",2026-06-28
"Cassandre Prosper",0,"WSH",2026-06-28
"Stephanie Talbot",20,"LV",2026-06-28
"NaLyssa Smith",14,"LV",2026-06-28
"A'ja WilsonA. Wilson#22",34,"LV",2026-06-28
"Chelsea Gray",35,"LV",2026-06-28
"Jackie Young",36,"LV",2026-06-28
"Cheyenne Parker",4,"LV",2026-06-28
"Brianna Turner",4,"LV",2026-06-28
"Kierstan Bell",10,"LV",2026-06-28
"Jewell Loyd",28,"LV",2026-06-28
"Chennedy Carter",16,"LV",2026-06-28
"Azura Stevens",30,"CHI",2026-06-28
"Kamilla Cardoso",30,"CHI",2026-06-28
"Skylar Diggins",28,"CHI",2026-06-28
"Sydney Taylor",32,"CHI",2026-06-28
"Gabriela Jaquez",12,"CHI",2026-06-28
"Elizabeth Williams",10,"CHI",2026-06-28
"Courtney Vandersloot",16,"CHI",2026-06-28
"Natasha Cloud",23,"CHI",2026-06-28
"Jacy Sheldon",11,"CHI",2026-06-28
"Aicha Coulibaly",9,"CHI",2026-06-28
"Rachel Banham",0,"CHI",2026-06-28
"Breanna Stewart",26,"NY",2026-06-28
"Leonie Fiebich",31,"NY",2026-06-28
"Jonquel Jones",27,"NY",2026-06-28
"Sabrina Ionescu",26,"NY",2026-06-28
"Pauline Astier",23,"NY",2026-06-28
"Raquel Carrera",8,"NY",2026-06-28
"Han Xu",10,"NY",2026-06-28
"Rebekah Gardner",15,"NY",2026-06-28
"Betnijah Laney",13,"NY",2026-06-28
"Rebecca Allen",4,"NY",2026-06-28
"Marine Johannes",18,"NY",2026-06-28
"Kayla Thornton",26,"GS",2026-06-28
"Gabby Williams",20,"GS",2026-06-28
"Cecilia Zandalasini",17,"GS",2026-06-28
"Kiah Stokes",23,"GS",2026-06-28
"Veronica Burton",27,"GS",2026-06-28
"Laeticia Amihere",15,"GS",2026-06-28
"Janelle Salaun",14,"GS",2026-06-28
"Nadia Fingall",2,"GS",2026-06-28
"Tiffany Hayes",18,"GS",2026-06-28
"Kaila Charles",23,"GS",2026-06-28
"Kaitlyn Chen",13,"GS",2026-06-28
"Juste Jocyte",2,"GS",2026-06-28
"Stephanie Talbot",13,"LV",2026-06-30
"NaLyssa Smith",20,"LV",2026-06-30
"Chelsea Gray",36,"LV",2026-06-30
"Jewell Loyd",32,"LV",2026-06-30
"Jackie Young",36,"LV",2026-06-30
"Cheyenne Parker",19,"LV",2026-06-30
"Brianna Turner",8,"LV",2026-06-30
"Kierstan Bell",11,"LV",2026-06-30
"Chennedy Carter",25,"LV",2026-06-30
"Breanna Stewart",35,"NY",2026-06-30
"Leonie Fiebich",33,"NY",2026-06-30
"Jonquel Jones",33,"NY",2026-06-30
"Sabrina Ionescu",31,"NY",2026-06-30
"Pauline Astier",31,"NY",2026-06-30
"Raquel Carrera",6,"NY",2026-06-30
"Rebekah Gardner",12,"NY",2026-06-30
"Marine Johannes",19,"NY",2026-06-30
"Han Xu",0,"NY",2026-06-30
"Betnijah Laney",0,"NY",2026-06-30
"Rebecca Allen",0,"NY",2026-06-30
"Angel Reese",34,"ATL",2026-07-02
"Sika Kone",13,"ATL",2026-07-02
"Allisha Gray",33,"ATL",2026-07-02
"Jordin Canada",34,"ATL",2026-07-02
"Rhyne Howard",38,"ATL",2026-07-02
"Naz Hillmon",26,"ATL",2026-07-02
"Madina Okot",8,"ATL",2026-07-02
"Te-Hina Paopao",6,"ATL",2026-07-02
"Indya Nivar",1,"ATL",2026-07-02
"Isobel Borlase",8,"ATL",2026-07-02
"Brionna Jones",0,"ATL",2026-07-02
"Aaliyah Nye",0,"ATL",2026-07-02
"Michaela Onyenwere",24,"WSH",2026-07-02
"Kiki Iriafen",30,"WSH",2026-07-02
"Shakira Austin",30,"WSH",2026-07-02
"Cotie Mc",33,"WSH",2026-07-02
"Georgia Amoore",13,"WSH",2026-07-02
"Angela Dugalic",8,"WSH",2026-07-02
"Lauren Betts",12,"WSH",2026-07-02
"Lucy Olsen",5,"WSH",2026-07-02
"Cassandre Prosper",18,"WSH",2026-07-02
"Alicia Florez",27,"WSH",2026-07-02
"Rori Harmon",0,"WSH",2026-07-02
"Sonia Citron",0,"WSH",2026-07-02
"Darianna Littlepage",0,"WSH",2026-07-02
"Jessica Shepard",30,"DAL",2026-07-02
"Awak Kuier",14,"DAL",2026-07-02
"Arike Ogunbowale",26,"DAL",2026-07-02
"Paige Bueckers",37,"DAL",2026-07-02
"Azzi Fudd",32,"DAL",2026-07-02
"Alanna Smith",14,"DAL",2026-07-02
"Maddy Siegrist",13,"DAL",2026-07-02
"Li Yueru",10,"DAL",2026-07-02
"Odyssey Sims",12,"DAL",2026-07-02
"Sug Sutton",2,"DAL",2026-07-02
"Aziaha James",12,"DAL",2026-07-02
"Alysha Clark",0,"DAL",2026-07-02
"Haley Jones",0,"DAL",2026-07-02
"Costanza Verona",0,"DAL",2026-07-02
"Diamond Miller",22,"CON",2026-07-02
"Brittney Griner",30,"CON",2026-07-02
"Olivia Nelson",24,"CON",2026-07-02
"Charlisse Leger",30,"CON",2026-07-02
"Leila Lacan",32,"CON",2026-07-02
"Aaliyah Edwards",19,"CON",2026-07-02
"Aneesah Morrow",4,"CON",2026-07-02
"Kennedy Burke",26,"CON",2026-07-02
"Saniya Rivers",13,"CON",2026-07-02
"Raegan Beers",0,"CON",2026-07-02
"Nell Angloma",0,"CON",2026-07-02
"Hailey Van",0,"CON",2026-07-02
"Gianna Kneepkens",0,"CON",2026-07-02
"Ashlon Jackson",0,"CON",2026-07-02
"Dominique Malonga",21,"SEA",2026-07-02
"Awa Fam",27,"SEA",2026-07-02
"Natisha Hiedeman",27,"SEA",2026-07-02
"Flau'jae JohnsonF. Johnson#4",29,"SEA",2026-07-02
"Jade Melbourne",26,"SEA",2026-07-02
"Katie Lou",8,"SEA",2026-07-02
"Ezi Magbegor",17,"SEA",2026-07-02
"Jordan Horston",21,"SEA",2026-07-02
"Mackenzie Holmes",2,"SEA",2026-07-02
"Taylor Thierry",2,"SEA",2026-07-02
"Stefanie Dolson",12,"SEA",2026-07-02
"Zia Cooke",7,"SEA",2026-07-02
"DeWanna Bonner",31,"PHX",2026-07-02
"Alyssa Thomas",33,"PHX",2026-07-02
"Valeriane Ayayi",27,"PHX",2026-07-02
"Kahleah Copper",36,"PHX",2026-07-02
"Lexi Held",31,"PHX",2026-07-02
"Marta Suarez",8,"PHX",2026-07-02
"Kyara Linskens",7,"PHX",2026-07-02
"Quionche Carter",11,"PHX",2026-07-02
"Monique Akoa",14,"PHX",2026-07-02
"Natasha Mack",0,"PHX",2026-07-02
"Noemie Brochant",0,"PHX",2026-07-02
"Sami Whitcomb",0,"PHX",2026-07-02
"Natasha Howard",31,"MIN",2026-07-03
"Nia Coffey",28,"MIN",2026-07-03
"Kayla Mc",33,"MIN",2026-07-03
"Courtney Williams",25,"MIN",2026-07-03
"Olivia Miles",26,"MIN",2026-07-03
"Liatu King",7,"MIN",2026-07-03
"Antonia Delaere",13,"MIN",2026-07-03
"Anastasiia Olairi",14,"MIN",2026-07-03
"Maya Caldwell",23,"MIN",2026-07-03
"Eliska Hamzova",0,"MIN",2026-07-03
"Breanna Stewart",36,"NY",2026-07-03
"Leonie Fiebich",36,"NY",2026-07-03
"Jonquel Jones",33,"NY",2026-07-03
"Sabrina Ionescu",35,"NY",2026-07-03
"Pauline Astier",30,"NY",2026-07-03
"Raquel Carrera",3,"NY",2026-07-03
"Han Xu",8,"NY",2026-07-03
"Rebekah Gardner",4,"NY",2026-07-03
"Marine Johannes",15,"NY",2026-07-03
"Betnijah Laney",0,"NY",2026-07-03
"Rebecca Allen",0,"NY",2026-07-03
"Azura Stevens",26,"CHI",2026-07-03
"Kamilla Cardoso",27,"CHI",2026-07-03
"Skylar Diggins",34,"CHI",2026-07-03
"Sydney Taylor",26,"CHI",2026-07-03
"Gabriela Jaquez",12,"CHI",2026-07-03
"Elizabeth Williams",18,"CHI",2026-07-03
"Courtney Vandersloot",19,"CHI",2026-07-03
"Natasha Cloud",34,"CHI",2026-07-03
"Jacy Sheldon",19,"CHI",2026-07-03
"Aicha Coulibaly",9,"CHI",2026-07-03
"Rachel Banham",0,"CHI",2026-07-03
"Stephanie Talbot",25,"LV",2026-07-03
"NaLyssa Smith",29,"LV",2026-07-03
"Chelsea Gray",36,"LV",2026-07-03
"Jewell Loyd",35,"LV",2026-07-03
"Jackie Young",35,"LV",2026-07-03
"Cheyenne Parker",18,"LV",2026-07-03
"Kierstan Bell",12,"LV",2026-07-03
"Chennedy Carter",10,"LV",2026-07-03
"Brianna Turner",0,"LV",2026-07-03
"Kayla Thornton",23,"GS",2026-07-04
"Gabby Williams",27,"GS",2026-07-04
"Cecilia Zandalasini",22,"GS",2026-07-04
"Kiah Stokes",22,"GS",2026-07-04
"Veronica Burton",31,"GS",2026-07-04
"Laeticia Amihere",14,"GS",2026-07-04
"Janelle Salaun",20,"GS",2026-07-04
"Tiffany Hayes",13,"GS",2026-07-04
"Kaila Charles",18,"GS",2026-07-04
"Kaitlyn Chen",9,"GS",2026-07-04
"Nadia Fingall",0,"GS",2026-07-04
"Juste Jocyte",0,"GS",2026-07-04
"Angel Reese",35,"ATL",2026-07-04
"Allisha Gray",36,"ATL",2026-07-04
"Jordin Canada",35,"ATL",2026-07-04
"Rhyne Howard",37,"ATL",2026-07-04
"Isobel Borlase",10,"ATL",2026-07-04
"Naz Hillmon",24,"ATL",2026-07-04
"Sika Kone",6,"ATL",2026-07-04
"Madina Okot",10,"ATL",2026-07-04
"Te-Hina Paopao",5,"ATL",2026-07-04
"Indya Nivar",4,"ATL",2026-07-04
"Bridget Carleton",31,"POR",2026-07-04
"Emily Engstler",22,"POR",2026-07-04
"Megan Gustafson",27,"POR",2026-07-04
"Sarah Ashlee",28,"POR",2026-07-04
"Carla Leite",22,"POR",2026-07-04
"Frieda Buhner",18,"POR",2026-07-04
"Nyadiew Puoch",15,"POR",2026-07-04
"Serah Williams",13,"POR",2026-07-04
"Holly Winterburn",8,"POR",2026-07-04
"Teja Oblak",16,"POR",2026-07-04
"Luisa Geiselsoder",0,"POR",2026-07-04
"Dominique Malonga",19,"SEA",2026-07-04
"Awa Fam",34,"SEA",2026-07-04
"Natisha Hiedeman",34,"SEA",2026-07-04
"Flau'jae JohnsonF. Johnson#4",31,"SEA",2026-07-04
"Jade Melbourne",18,"SEA",2026-07-04
"Katie Lou",18,"SEA",2026-07-04
"Ezi Magbegor",14,"SEA",2026-07-04
"Jordan Horston",8,"SEA",2026-07-04
"Stefanie Dolson",9,"SEA",2026-07-04
"Zia Cooke",16,"SEA",2026-07-04
"Mackenzie Holmes",0,"SEA",2026-07-04
"Taylor Thierry",0,"SEA",2026-07-04
"Jessica Shepard",32,"DAL",2026-07-05
"Awak Kuier",21,"DAL",2026-07-05
"Arike Ogunbowale",27,"DAL",2026-07-05
"Paige Bueckers",31,"DAL",2026-07-05
"Azzi Fudd",30,"DAL",2026-07-05
"Alysha Clark",6,"DAL",2026-07-05
"Alanna Smith",14,"DAL",2026-07-05
"Maddy Siegrist",8,"DAL",2026-07-05
"Li Yueru",4,"DAL",2026-07-05
"Odyssey Sims",8,"DAL",2026-07-05
"Sug Sutton",9,"DAL",2026-07-05
"Aziaha James",10,"DAL",2026-07-05
"Isabelle Harrison",27,"TOR",2026-07-05
"Maria Conde",29,"TOR",2026-07-05
"Nyara Sabally",29,"TOR",2026-07-05
"Marina Mabrey",31,"TOR",2026-07-05
"Tima Pouye",21,"TOR",2026-07-05
"Teonni Key",10,"TOR",2026-07-05
"Laura Juskaite",24,"TOR",2026-07-05
"Kia Nurse",21,"TOR",2026-07-05
"Ornella Bankole",8,"TOR",2026-07-05
"Monique Billings",21,"IND",2026-07-05
"Aliyah Boston",31,"IND",2026-07-05
"Kelsey Mitchell",33,"IND",2026-07-05
"Tyasha Harris",26,"IND",2026-07-05
"Lexie Hull",22,"IND",2026-07-05
"Myisha Hines",14,"IND",2026-07-05
"Makayla Timpson",8,"IND",2026-07-05
"Grace Van",2,"IND",2026-07-05
"Sophie Cunningham",21,"IND",2026-07-05
"Raven Johnson",22,"IND",2026-07-05
"Damiris Dantas",0,"IND",2026-07-05
"Bree Hall",0,"IND",2026-07-05
"Cheyenne Parker",13,"LV",2026-07-05
"NaLyssa Smith",24,"LV",2026-07-05
"Chelsea Gray",31,"LV",2026-07-05
"Jewell Loyd",32,"LV",2026-07-05
"Jackie Young",33,"LV",2026-07-05
"Stephanie Talbot",17,"LV",2026-07-05
"Brianna Turner",28,"LV",2026-07-05
"Kierstan Bell",6,"LV",2026-07-05
"Chennedy Carter",15,"LV",2026-07-05
"Kayla Thornton",15,"GS",2026-07-06
"Gabby Williams",17,"GS",2026-07-06
"Cecilia Zandalasini",15,"GS",2026-07-06
"Kiah Stokes",28,"GS",2026-07-06
"Veronica Burton",23,"GS",2026-07-06
